"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","vaccinations","vaccinations_new","vaccinations_residents","vaccinations_residents_new","state","flags"
2020-04-11,2020-04-24T17:15:00.000+02:00,,3286,12,2685,6,596,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,28650,333,23873,149,5292,51,,,,,,,,,,,,,,,,,,,,,,,,,0.81855,0.18145,,,,,,,,,,,,,28651,333,23873,149,5292,51,0.81855,0.18145,,,,,56,4,1,0,,,,,,,,85.0,,,203,-16,172,-14,31,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,13,465,21,35,32,1482,-174,,,1748,,,,,,,,"local","1,2,5,6,3,4"
2020-04-12,2020-04-24T17:15:00.000+02:00,,3305,19,2694,9,598,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,28864,214,24000,127,5315,23,,,,,,,,,,,,,,,,,,,,,,,,,0.818694,0.181306,,,,,,,,,,,,,28865,214,24000,127,5315,23,0.818694,0.181306,,,,,60,4,1,0,,,,,,,,85.0,,,216,13,183,11,33,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,13,467,2,7,31,1379,-103,,,1866,118,,,,,,,"local","1,2,5,6,3,4"
2020-04-13,2020-04-24T17:15:00.000+02:00,,3308,3,2707,13,600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,,,,,46.0,,28922,58,24177,177,5346,31,,,,,,,,,,,,,,,,,,,,,,,,,0.818921,0.181079,,,,,,,,,,,,,28923,58,24177,177,5346,31,0.818921,0.181079,,,,,63,3,1,0,,,,,,,,85.0,,,192,-24,161,-22,31,-2,,,,,,,,,,,,,,,9,-1,0,0,9,-1,,,,11,486,19,17,27,1341,-38,,,1904,38,,,,,,,"local","1,2,5,6,3,4"
2020-04-14,2020-04-24T17:15:00.000+02:00,,3383,75,2760,53,613,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81826,0.18174,0.495,0.505,,,,,,,46.0,,30383,1461,25060,883,5663,317,,,,,,,,,,,,,,,,,,,,,,,,,0.815676,0.184324,,,,,,,,,,,,,30349,1426,25060,883,5663,317,0.815676,0.184324,,,,,68,5,1,0,,,,,,,,84.0,,,196,4,163,2,33,2,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,10,526,40,21,25,1251,-90,,,2064,160,,,,,,,"local","1,2,5,6,3,4"
2020-04-15,2020-04-24T17:15:00.000+02:00,,3433,50,2830,70,614,1,,,,,,,,,,,,,,,,,,,,,,,,,0.82172,0.17828,0.494,0.506,,,,,,,46.0,,31180,797,25797,737,5863,200,,,,,,,,,,,,,,,,,,,,,,,,,0.814814,0.185186,,,,,,,,,,,,,31181,832,,,,,,,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,179,-17,144,-19,35,2,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,10,552,26,38,26,1189,-62,,,2176,112,,,,,,,"local","1,2,5,6"
2020-04-16,2020-04-24T17:15:00.000+02:00,,3477,44,2858,28,622,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82126,0.17874,0.495,0.505,,,,,,,46.0,,32058,878,26395,598,5999,136,,,,,,,,,,,,,,,,,,,,,,,,,0.814811,0.185189,,,,,,,,,,,,,32059,878,26395,,5999,,0.814811,0.185189,,,,,68,0,1,0,0.671,,0.443,0.557,,,,84.5,,,186,7,157,13,29,-6,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,11,579,27,21,26,1051,-138,,,2358,182,,,,,,,"local","1,2,5,6,3"
2020-04-17,2020-04-24T17:15:00.000+02:00,,3532,55,2907,49,630,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82188,0.17812,0.493,0.507,,,,,,,46.0,,33000,942,27102,707,6150,151,,,,,,,,,,,,,,,,,,,,,,,,,0.815049,0.184951,,,,,,,,,,,,,33001,942,27102,707,6150,151,0.815049,0.184951,,,,,71,3,1,0,0.671,,0.443,0.557,,,,84.5,,,173,-13,141,-16,32,3,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,11,601,22,22,23,983,-68,,,2478,120,,,,,,,"local","1,2,5,6,3,4"
2020-04-18,2020-04-24T17:15:00.000+02:00,,3551,19,2917,10,633,3,,,,,,,,,,,,,,,,,,,,,,,,,0.82169,0.17831,0.493,0.507,,,,,,,46.0,,33512,512,27429,327,6237,87,,,,,,,,,,,,,,,,,,,,,,,,,0.814739,0.185261,,,,,,,,,,,,,33513,512,27429,327,6237,87,0.814739,0.185261,,,,,73,2,1,0,0.6,,0.467,0.533,,,,85.0,,,183,10,152,11,31,-1,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,11,627,26,24,21,886,-97,,,2592,114,,,,,,,"local","1,2,5,6,3,4"
2020-04-19,2020-04-24T17:15:00.000+02:00,,3559,8,2921,4,637,4,,,,,,,,,,,,,,,,,,,,,,,,,0.82097,0.17903,0.493,0.507,,,,,,,46.0,,33646,134,27532,103,6266,29,,,,,,,,,,,,,,,,,,,,,,,,,0.814604,0.185396,,,,,,,,,,,,,33647,134,27532,103,6266,29,0.814604,0.185396,,,,,74,1,1,0,0.68,,0.453,0.547,,,,85.0,,,180,-3,148,-4,32,1,,,,,,,,,,,,,,,8,-1,0,0,8,-1,,,,11,637,10,26,24,823,-63,,,2662,70,,,,,,,"local","1,5,6,3,4"
2020-04-20,2020-04-24T17:15:00.000+02:00,,3590,31,2951,30,667,30,,,,,,,,,,,,,,,,,,,,,,,,,0.81564,0.18436,0.491,0.509,,,,,,,46.0,,34643,997,28380,848,6582,316,,,,,,,,,,,,,,,,,,,,,,,,,0.811738,0.188262,,,,,,,,,,,,,34609,962,28380,848,6582,316,0.811738,0.188262,,,,,76,2,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,181,1,149,1,32,0,,,,,,,,,,,,,,,7,-1,0,0,7,-1,,,,14,670,33,16,24,806,-17,,,2708,46,,,,,,,"local","1,2,5,6,3,4"
2020-04-21,2020-04-24T17:15:00.000+02:00,,3638,48,2973,22,681,14,,,,,,,,,,,,,,,,,,,,,,,,,0.81363,0.18637,0.489,0.511,,,,,,,46.0,,35460,817,29232,852,6855,273,,,,,,,,,,,,,,,,,,,,,,,,,0.810042,0.189958,,,,,,,,,,,,,35461,852,29232,852,6855,273,0.810042,0.189958,,,,,80,4,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,176,-5,147,-2,29,-3,,,,,,,,,,,,,,,7,0,0,0,7,0,,,,13,711,41,34,26,772,-34,,,2786,78,,,,,,,"local","1,2,5,6,3,4"
2020-04-22,2020-04-24T17:15:00.000+02:00,,3656,18,2979,6,686,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81282,0.18718,0.489,0.511,,,,,,,46.0,,36591,1131,29836,604,7005,150,,,,,,,,,,,,,,,,,,,,,,,,,0.809859,0.190141,,,,,,,,,,,,,36891,1430,29836,604,7055,200,0.808761,0.191239,,,,,80,0,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,165,-11,138,-9,27,-2,,,,,,,,,,,,,,,6,-1,0,0,6,-1,,,,12,728,17,27,24,709,-63,,,2867,81,,,,,,,"local","1,2,5,6,4"
2020-04-23,2020-04-24T17:55:00.000+02:00,,3695,39,2998,19,697,11,,,,,,,,,,,,,,,,,,,,,,,,,0.81137,0.18863,0.49,0.51,,,,,,,46.0,,37782,1191,30414,578,7368,363,,,,,,,,,,,,,,,,,,,,,,,,,0.804987,0.195013,,,,,,,,,,,,,37782,891,30414,578,7368,313,0.804987,0.195013,,,,,85,5,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,163,-2,138,0,25,-2,,,,,,,,,,,,,,,5,-1,0,0,5,-1,,,,14,760,32,,26,603,-106,,,3007,140,,,,,,,"local","2,6"
2020-04-24,2020-04-24T17:15:00.000+02:00,,3714,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,25,603,0,,,3007,0,,,,,,,,""
